idiom,decade,rank,token,prob_mean
brass farthing,1900,2,as,0.247480
brass farthing,1900,3,for,0.209853
brass farthing,1900,4,about,0.152201
brass farthing,1900,5,alarm,0.131940
brass farthing,1900,6,security,0.088072
brass farthing,1900,7,shilling,0.076003
brass farthing,1900,8,penny,0.073632
brass farthing,1900,9,opinion,0.073579
brass farthing,1900,10,",",0.071981
brass farthing,1900,11,##t,0.067686
brass farthing,1900,12,value,0.061135
brass farthing,1900,13,deal,0.057664
brass farthing,1900,14,construction,0.048693
brass farthing,1900,15,care,0.047550
brass farthing,1900,16,anxiety,0.046899
brass farthing,1900,17,concern,0.045560
brass farthing,1900,18,pin,0.045534
brass farthing,1900,19,word,0.041761
brass farthing,1910,0,farthing,0.298861
brass farthing,1910,1,clause,0.132052
brass farthing,1910,2,of,0.127683
brass farthing,1910,3,tack,0.110909
brass farthing,1910,4,sum,0.109524
brass farthing,1910,5,about,0.090315
brass farthing,1910,6,either,0.090043
brass farthing,1910,7,grant,0.085280
brass farthing,1910,8,deal,0.077953
brass farthing,1910,9,cent,0.075564
brass farthing,1910,10,third,0.075320
brass farthing,1910,11,item,0.072651
brass farthing,1910,12,000,0.069861
brass farthing,1910,13,bit,0.065203
brass farthing,1910,14,amount,0.064574
brass farthing,1910,15,",",0.064443
brass farthing,1910,16,for,0.062205
brass farthing,1910,17,pence,0.060392
brass farthing,1910,18,half,0.050090
brass farthing,1910,19,##pence,0.048906
brass farthing,1920,0,farthing,0.371678
brass farthing,1920,1,vote,0.348312
brass farthing,1920,2,employed,0.334772
brass farthing,1920,3,leg,0.163402
brass farthing,1920,4,moment,0.131446
brass farthing,1920,5,deal,0.131189
brass farthing,1920,6,sum,0.129111
brass farthing,1920,7,about,0.095851
brass farthing,1920,8,the,0.089276
brass farthing,1920,9,to,0.084951
brass farthing,1920,10,",",0.071070
brass farthing,1920,11,advance,0.067259
brass farthing,1920,12,i,0.065753
brass farthing,1920,13,foot,0.056492
brass farthing,1920,14,penny,0.055958
brass farthing,1920,15,degree,0.051867
brass farthing,1920,16,matter,0.050250
brass farthing,1920,17,gun,0.046821
brass farthing,1920,18,you,0.046171
brass farthing,1920,19,word,0.041926
brass farthing,1930,0,farthing,0.511511
brass farthing,1930,1,grant,0.131827
brass farthing,1930,2,sum,0.122383
brass farthing,1930,3,amount,0.106871
brass farthing,1930,4,shilling,0.104090
brass farthing,1930,5,pence,0.098178
brass farthing,1930,6,plate,0.081136
brass farthing,1930,7,armaments,0.077503
brass farthing,1930,8,##pence,0.075919
brass farthing,1930,9,deal,0.060989
brass farthing,1930,10,penny,0.056940
brass farthing,1930,11,bit,0.056607
brass farthing,1930,12,",",0.056141
brass farthing,1930,13,.,0.054325
brass farthing,1930,14,##s,0.053711
brass farthing,1930,15,as,0.049384
brass farthing,1930,16,ton,0.045464
brass farthing,1930,17,educational,0.042672
brass farthing,1930,18,the,0.039034
brass farthing,1930,19,a,0.037616
brass farthing,1940,0,farthing,0.644279
brass farthing,1940,1,##ny,0.068991
brass farthing,1940,2,vote,0.063488
brass farthing,1940,3,tack,0.053771
brass farthing,1940,4,plate,0.048121
brass farthing,1940,5,##ip,0.043771
brass farthing,1940,6,000,0.033560
brass farthing,1940,7,sum,0.030568
brass farthing,1940,8,rag,0.027488
brass farthing,1940,9,allowance,0.015223
brass farthing,1940,10,amount,0.013458
brass farthing,1940,11,##pence,0.013430
brass farthing,1940,12,shilling,0.012293
brass farthing,1940,13,penny,0.011713
brass farthing,1940,14,.,0.011085
brass farthing,1940,15,finger,0.010483
brass farthing,1940,16,pence,0.010481
brass farthing,1940,17,here,0.010349
brass farthing,1940,18,more,0.010287
brass farthing,1940,19,guinea,0.009740
brass farthing,1950,0,farthing,0.583088
brass farthing,1950,1,left,0.102089
brass farthing,1950,2,there,0.093585
brass farthing,1950,3,",",0.081967
brass farthing,1950,4,a,0.081587
brass farthing,1950,5,the,0.074999
brass farthing,1950,6,third,0.074464
brass farthing,1950,7,tack,0.065372
brass farthing,1950,8,half,0.059545
brass farthing,1950,9,fourth,0.048117
brass farthing,1950,10,fifth,0.034318
brass farthing,1950,11,of,0.033290
brass farthing,1950,12,penny,0.032525
brass farthing,1950,13,in,0.030882
brass farthing,1950,14,to,0.028588
brass farthing,1950,15,##pence,0.023745
brass farthing,1950,16,.,0.023720
brass farthing,1950,17,more,0.021319
brass farthing,1950,18,pin,0.020602
brass farthing,1950,19,i,0.020522
brass farthing,1960,0,relief,0.698341
brass farthing,1960,1,",",0.498176
brass farthing,1960,2,farthing,0.399174
brass farthing,1960,3,interest,0.297596
brass farthing,1960,4,them,0.269191
brass farthing,1960,5,price,0.261215
brass farthing,1960,6,##ack,0.113213
brass farthing,1960,7,cent,0.078546
brass farthing,1960,8,penny,0.072054
brass farthing,1960,9,proportion,0.065425
brass farthing,1960,10,year,0.051024
brass farthing,1960,11,fraction,0.047443
brass farthing,1960,12,sterling,0.040183
brass farthing,1960,13,degree,0.038934
brass farthing,1960,14,extent,0.038750
brass farthing,1960,15,sum,0.034851
brass farthing,1960,16,##pin,0.033450
brass farthing,1960,17,amount,0.031033
brass farthing,1960,18,grant,0.030171
brass farthing,1960,19,##p,0.028921
brass farthing,1970,0,millions,0.629401
brass farthing,1970,1,farthing,0.486514
brass farthing,1970,2,answer,0.344740
brass farthing,1970,3,hats,0.154177
brass farthing,1970,4,grant,0.142562
brass farthing,1970,5,deal,0.135727
brass farthing,1970,6,reply,0.131646
brass farthing,1970,7,wings,0.116127
brass farthing,1970,8,the,0.112890
brass farthing,1970,9,million,0.101080
brass farthing,1970,10,a,0.100014
brass farthing,1970,11,sign,0.090697
brass farthing,1970,12,eyes,0.082626
brass farthing,1970,13,concession,0.071525
brass farthing,1970,14,penny,0.068459
brass farthing,1970,15,be,0.067403
brass farthing,1970,16,consideration,0.057140
brass farthing,1970,17,.,0.056503
brass farthing,1970,18,possible,0.044065
brass farthing,1970,19,spark,0.038972
brass farthing,1980,0,farthing,0.536129
brass farthing,1980,1,",",0.183756
brass farthing,1980,2,damages,0.158275
brass farthing,1980,3,in,0.118608
brass farthing,1980,4,of,0.095806
brass farthing,1980,5,credit,0.070211
brass farthing,1980,6,penny,0.062899
brass farthing,1980,7,amount,0.056864
brass farthing,1980,8,sum,0.054222
brass farthing,1980,9,for,0.050433
brass farthing,1980,10,character,0.043015
brass farthing,1980,11,look,0.041769
brass farthing,1980,12,pounds,0.041227
brass farthing,1980,13,reverence,0.035703
brass farthing,1980,14,loan,0.034216
brass farthing,1980,15,penalty,0.033253
brass farthing,1980,16,and,0.032766
brass farthing,1980,17,respect,0.032273
brass farthing,1980,18,tack,0.032014
brass farthing,1980,19,paper,0.029285
brass farthing,1990,0,farthing,0.256047
brass farthing,1990,1,pounds,0.110721
brass farthing,1990,2,##pence,0.082310
brass farthing,1990,3,is,0.081235
brass farthing,1990,4,bit,0.070238
brass farthing,1990,5,sum,0.066977
brass farthing,1990,6,penny,0.064569
brass farthing,1990,7,millions,0.059350
brass farthing,1990,8,left,0.058278
brass farthing,1990,9,more,0.048616
brass farthing,1990,10,?,0.048535
brass farthing,1990,11,was,0.046883
brass farthing,1990,12,foot,0.045921
brass farthing,1990,13,hat,0.044298
brass farthing,1990,14,ring,0.042500
brass farthing,1990,15,finger,0.042418
brass farthing,1990,16,margin,0.037416
brass farthing,1990,17,box,0.036637
brass farthing,1990,18,prize,0.035895
brass farthing,1990,19,",",0.035816
brass farthing,2000,0,million,0.506609
brass farthing,2000,1,farthing,0.375224
brass farthing,2000,2,account,0.133464
brass farthing,2000,3,word,0.068568
brass farthing,2000,4,idea,0.060119
brass farthing,2000,5,drop,0.040578
brass farthing,2000,6,opinion,0.038944
brass farthing,2000,7,penny,0.036954
brass farthing,2000,8,of,0.033494
brass farthing,2000,9,answer,0.033227
brass farthing,2000,10,",",0.032453
brass farthing,2000,11,cent,0.032229
brass farthing,2000,12,as,0.029611
brass farthing,2000,13,##pence,0.024174
brass farthing,2000,14,particle,0.023500
brass farthing,2000,15,piece,0.023358
brass farthing,2000,16,half,0.022925
brass farthing,2000,17,##illing,0.021863
brass farthing,2000,18,fraction,0.021195
brass farthing,2000,19,##d,0.019219
cut corners,1960,0,look,0.174348
cut corners,1960,1,be,0.094258
cut corners,1960,2,work,0.084927
cut corners,1960,3,do,0.081872
cut corners,1960,4,change,0.069083
cut corners,1960,5,stop,0.068367
cut corners,1960,6,sit,0.062365
cut corners,1960,7,save,0.052714
cut corners,1960,8,start,0.051524
cut corners,1960,9,go,0.044305
cut corners,1960,10,get,0.043824
cut corners,1960,11,expect,0.039766
cut corners,1960,12,leave,0.038309
cut corners,1960,13,see,0.034780
cut corners,1960,14,peep,0.033716
cut corners,1960,15,run,0.031228
cut corners,1960,16,close,0.030869
cut corners,1960,17,tell,0.030475
cut corners,1960,18,have,0.029533
cut corners,1960,19,remove,0.027538
cut corners,1970,0,cut,0.637173
cut corners,1970,1,explain,0.453952
cut corners,1970,2,way,0.423889
cut corners,1970,3,discuss,0.231965
cut corners,1970,4,are,0.137701
cut corners,1970,5,be,0.108916
cut corners,1970,6,consider,0.100661
cut corners,1970,7,pass,0.080210
cut corners,1970,8,enforce,0.078814
cut corners,1970,9,cutting,0.078072
cut corners,1970,10,ring,0.060469
cut corners,1970,11,teach,0.057776
cut corners,1970,12,come,0.054181
cut corners,1970,13,define,0.051646
cut corners,1970,14,sell,0.051215
cut corners,1970,15,understand,0.048329
cut corners,1970,16,retain,0.048136
cut corners,1970,17,go,0.047125
cut corners,1970,18,travel,0.046877
cut corners,1970,19,avoid,0.046484
cut corners,1980,0,incurred,0.355816
cut corners,1980,1,cut,0.341953
cut corners,1980,2,behaved,0.236716
cut corners,1980,3,express,0.207849
cut corners,1980,4,are,0.193279
cut corners,1980,5,closed,0.188805
cut corners,1980,6,been,0.182420
cut corners,1980,7,borne,0.166248
cut corners,1980,8,",",0.158575
cut corners,1980,9,sought,0.117797
cut corners,1980,10,to,0.111506
cut corners,1980,11,deceive,0.108604
cut corners,1980,12,interfere,0.107785
cut corners,1980,13,discouraged,0.105582
cut corners,1980,14,should,0.094843
cut corners,1980,15,paid,0.094225
cut corners,1980,16,cross,0.091318
cut corners,1980,17,pay,0.088599
cut corners,1980,18,am,0.082197
cut corners,1980,19,scatter,0.081757
cut corners,1990,0,been,0.330011
cut corners,1990,1,cut,0.319463
cut corners,1990,2,me,0.308372
cut corners,1990,3,us,0.284496
cut corners,1990,4,dogs,0.273263
cut corners,1990,5,affect,0.163907
cut corners,1990,6,are,0.159770
cut corners,1990,7,fish,0.159673
cut corners,1990,8,it,0.126501
cut corners,1990,9,trust,0.112231
cut corners,1990,10,grant,0.105464
cut corners,1990,11,of,0.104107
cut corners,1990,12,be,0.099911
cut corners,1990,13,horses,0.097145
cut corners,1990,14,can,0.095096
cut corners,1990,15,do,0.091096
cut corners,1990,16,enforce,0.085907
cut corners,1990,17,will,0.085835
cut corners,1990,18,acted,0.085645
cut corners,1990,19,depend,0.079751
cut corners,2000,0,congratulate,0.970131
cut corners,2000,1,them,0.285953
cut corners,2000,2,cut,0.266955
cut corners,2000,3,are,0.243527
cut corners,2000,4,rely,0.157489
cut corners,2000,5,blind,0.152820
cut corners,2000,6,point,0.151770
cut corners,2000,7,his,0.147314
cut corners,2000,8,highly,0.142418
cut corners,2000,9,interfere,0.140939
cut corners,2000,10,sell,0.135075
cut corners,2000,11,were,0.104347
cut corners,2000,12,all,0.103279
cut corners,2000,13,not,0.097856
cut corners,2000,14,adopted,0.093486
cut corners,2000,15,evade,0.090405
cut corners,2000,16,be,0.079736
cut corners,2000,17,forge,0.076084
cut corners,2000,18,depend,0.069439
cut corners,2000,19,had,0.068994
hot potato,1850,0,hot,0.406552
hot potato,1850,1,herring,0.118426
hot potato,1850,2,hand,0.108886
hot potato,1850,3,ripe,0.032138
hot potato,1850,4,tap,0.028787
hot potato,1850,5,rose,0.026880
hot potato,1850,6,sea,0.026718
hot potato,1850,7,head,0.018561
hot potato,1850,8,pot,0.018444
hot potato,1850,9,handed,0.014085
hot potato,1850,10,bag,0.012296
hot potato,1850,11,wet,0.011166
hot potato,1850,12,foot,0.005489
hot potato,1850,13,coat,0.005424
hot potato,1850,14,headed,0.005424
hot potato,1850,15,hill,0.005028
hot potato,1850,16,beet,0.004547
hot potato,1850,17,breast,0.004374
hot potato,1850,18,side,0.003543
hot potato,1850,19,leg,0.003225
hot potato,1860,0,levell,0.132697
hot potato,1860,1,seed,0.121584
hot potato,1860,2,confisc,0.069316
hot potato,1860,3,dried,0.036513
hot potato,1860,4,dry,0.026292
hot potato,1860,5,new,0.023544
hot potato,1860,6,blue,0.020193
hot potato,1860,7,green,0.017859
hot potato,1860,8,wild,0.017633
hot potato,1860,9,grand,0.016040
hot potato,1860,10,rotten,0.015277
hot potato,1860,11,sham,0.014295
hot potato,1860,12,church,0.013538
hot potato,1860,13,pan,0.013011
hot potato,1860,14,the,0.012656
hot potato,1860,15,land,0.012073
hot potato,1860,16,universal,0.011984
hot potato,1860,17,hot,0.011579
hot potato,1860,18,free,0.011291
hot potato,1860,19,bitter,0.011246
hot potato,1870,0,dead,0.062352
hot potato,1870,1,dried,0.048355
hot potato,1870,2,dry,0.037426
hot potato,1870,3,bad,0.027848
hot potato,1870,4,broken,0.014869
hot potato,1870,5,noxious,0.014534
hot potato,1870,6,mere,0.014216
hot potato,1870,7,new,0.014127
hot potato,1870,8,roman,0.013398
hot potato,1870,9,common,0.013334
hot potato,1870,10,dropped,0.013184
hot potato,1870,11,wet,0.012614
hot potato,1870,12,rotten,0.012403
hot potato,1870,13,pious,0.012280
hot potato,1870,14,wild,0.010660
hot potato,1870,15,large,0.010294
hot potato,1870,16,mag,0.009965
hot potato,1870,17,forlorn,0.009865
hot potato,1870,18,barren,0.009133
hot potato,1870,19,whirl,0.008532
hot potato,1880,0,the,0.156703
hot potato,1880,1,dried,0.141710
hot potato,1880,2,a,0.079732
hot potato,1880,3,rotten,0.062222
hot potato,1880,4,green,0.059679
hot potato,1880,5,other,0.043572
hot potato,1880,6,dry,0.032195
hot potato,1880,7,seed,0.031441
hot potato,1880,8,our,0.028992
hot potato,1880,9,turkish,0.028171
hot potato,1880,10,their,0.024730
hot potato,1880,11,private,0.023616
hot potato,1880,12,french,0.021214
hot potato,1880,13,mere,0.019626
hot potato,1880,14,new,0.018778
hot potato,1880,15,mad,0.018722
hot potato,1880,16,dropped,0.018481
hot potato,1880,17,dead,0.018020
hot potato,1880,18,old,0.017215
hot potato,1880,19,raw,0.017171
hot potato,1890,0,.,0.057479
hot potato,1890,1,very,0.056869
hot potato,1890,2,",",0.055785
hot potato,1890,3,the,0.047116
hot potato,1890,4,-,0.035481
hot potato,1890,5,to,0.029311
hot potato,1890,6,most,0.025029
hot potato,1890,7,concil,0.023728
hot potato,1890,8,—,0.021507
hot potato,1890,9,in,0.021047
hot potato,1890,10,you,0.018242
hot potato,1890,11,that,0.017701
hot potato,1890,12,as,0.017050
hot potato,1890,13,they,0.014226
hot potato,1890,14,;,0.014045
hot potato,1890,15,',0.013120
hot potato,1890,16,men,0.012895
hot potato,1890,17,and,0.012863
hot potato,1890,18,is,0.012850
hot potato,1890,19,this,0.012301
hot potato,1900,0,dead,0.140203
hot potato,1900,1,rotten,0.091366
hot potato,1900,2,dried,0.059592
hot potato,1900,3,dry,0.058590
hot potato,1900,4,green,0.056175
hot potato,1900,5,seed,0.036037
hot potato,1900,6,mere,0.033317
hot potato,1900,7,barren,0.021766
hot potato,1900,8,new,0.020184
hot potato,1900,9,stinking,0.019512
hot potato,1900,10,bad,0.018061
hot potato,1900,11,dropped,0.017565
hot potato,1900,12,slo,0.015876
hot potato,1900,13,wild,0.012421
hot potato,1900,14,blank,0.012346
hot potato,1900,15,mad,0.012285
hot potato,1900,16,sour,0.012164
hot potato,1900,17,temporary,0.011734
hot potato,1900,18,bog,0.010472
hot potato,1900,19,dri,0.010154
hot potato,1910,0,rotten,0.181695
hot potato,1910,1,barren,0.109509
hot potato,1910,2,seed,0.089047
hot potato,1910,3,",",0.087255
hot potato,1910,4,.,0.068943
hot potato,1910,5,scotch,0.064286
hot potato,1910,6,small,0.063834
hot potato,1910,7,weak,0.052183
hot potato,1910,8,early,0.044109
hot potato,1910,9,little,0.043470
hot potato,1910,10,to,0.040831
hot potato,1910,11,dried,0.037596
hot potato,1910,12,a,0.035769
hot potato,1910,13,dead,0.035718
hot potato,1910,14,the,0.034758
hot potato,1910,15,—,0.031099
hot potato,1910,16,dry,0.027426
hot potato,1910,17,old,0.027345
hot potato,1910,18,bad,0.026867
hot potato,1910,19,and,0.025187
hot potato,1920,0,sop,0.054844
hot potato,1920,1,bill,0.048253
hot potato,1920,2,thin,0.041617
hot potato,1920,3,dropped,0.040002
hot potato,1920,4,leaf,0.026556
hot potato,1920,5,dead,0.023753
hot potato,1920,6,little,0.021772
hot potato,1920,7,good,0.021733
hot potato,1920,8,drop,0.018755
hot potato,1920,9,whis,0.015632
hot potato,1920,10,light,0.015416
hot potato,1920,11,fly,0.013971
hot potato,1920,12,sn,0.012554
hot potato,1920,13,slip,0.011664
hot potato,1920,14,feather,0.011592
hot potato,1920,15,"""",0.009744
hot potato,1920,16,great,0.009601
hot potato,1920,17,sham,0.008360
hot potato,1920,18,mere,0.007977
hot potato,1920,19,small,0.007945
